,title,year,doi
285,non-invasive recognition of poorly resolved integrated circuit elements,2014,10.1109/TIFS.2013.2297518
286,bipolar resistive switching behaviors in cr-doped zno films,2014,10.1016/j.mee.2013.11.007
287,affinity-driven blog cascade analysis and prediction,2014,10.1007/s10618-013-0307-0
288,compressive feedback-based motion control for nanomanipulation—theory and applications,2014,10.1109/TRO.2013.2291619
289,effect of annealing on the electrical and interface properties of au/pvc/n-inp organic-on-inorganic structures,2014,10.1016/j.mee.2013.09.006
290,pore-scale modeling of fluid flow through gas diffusion and catalyst layers for high temperature proton exchange membrane (ht-pem) fuel cells,2014,10.1016/j.camwa.2013.08.006
291,a progressive deployment strategy for cooperative adaptive cruise control to improve traffic dynamics,2014,10.1007/s11633-014-0760-2
292,a new set distance and its application to shape registration,2014,10.1007/s10044-012-0290-x
293,selective synthesis of manganese/silicon complexes in supercritical water,2014,
294,laser synthesis of gold nanostructures at atmospheric pressure: nature and applications,2014,10.3103/S1060992X14010019
295,synthesis and characterization of zno/zns core/shell nanowires,2014,10.1155/2014/989632
296,facile hydrothermal synthesis and basic gas-sensing properties of two three-dimensional nanostructures of sno2,2014,10.1155/2014/954734
297,hydroxyapatite-functionalized graphene: a new hybrid nanomaterial,2014,10.1155/2014/940903
298,"hydrothermal synthesis, characterization, and optical properties of ce doped bi2moo6 nanoplates",2014,10.1155/2014/934165
299,the synthesis of nio/tio2 heterostructures and their valence band offset determination,2014,10.1155/2014/928658
300,the phase and morphology of cu2znsnse4 nanopowders by hydrothermal method,2014,10.1155/2014/910639
301,quantitative fractal evaluation of herbicide effects on the water-absorbing capacity of superabsorbent polymers,2014,10.1155/2014/905630
302,one-step thermolysis synthesis of divalent transition metal ions monodoped and tridoped cds and zns luminescent nanomaterials,2014,10.1155/2014/873036
303,in vitro degradation of poly(caprolactone)/nha composites,2014,10.1155/2014/802435
304,high cycling performance cathode material: interconnected lifepo4/carbon nanoparticles fabricated by sol-gel method,2014,10.1155/2014/801562
305,in vitro antifungal activity against oral candida species using a denture base coated with silver nanoparticles,2014,10.1155/2014/780410
306,the nanomechanical and tribological properties of restorative dental composites after exposure in different types of media,2014,10.1155/2014/759038
307,photocatalysis of wo3 nanoplates synthesized by conventional-hydrothermal and microwave-hydrothermal methods and of commercial wo3 nanorods,2014,10.1155/2014/739251
308,comparison and supervised learning of segmentation methods dedicated to specular microscope images of corneal endothelium,2014,10.1155/2014/704791
309,spin coated plasmonic nanoparticle interfaces for photocurrent enhancement in thin film si solar cells,2014,10.1155/2014/639458
310,"synthesis, characterization, and antimicrobial activity of copper oxide nanoparticles",2014,10.1155/2014/637858
311,investigation of adsorption behavior of cu2o submicro-octahedra towards congo red,2014,10.1155/2014/619239
312,growth and characterization of nanostructured ticrn films prepared by dc magnetron cosputtering,2014,10.1155/2014/609482
313,synthesis and physicochemical behaviour of polyurethane-multiwalled carbon nanotubes nanocomposites based on renewable castor oil polyols,2014,10.1155/2014/564384
314,effect of a silver nanoparticles solution on staphylococcus aureus and candida spp.,2014,10.1155/2014/545279
315,nanosheet-assembled zno microflower photocatalysts,2014,10.1155/2014/532317
316,"synthesis and characterization of nanostructured nickel diselenide nise2 from the decomposition of nickel acetate, (ch3co2)2ni",2014,10.1155/2014/503676
317,variable optical attenuator based on long-range surface plasmon polariton multimode interference coupler,2014,10.1155/2014/394976
318,a new method for fabrication of nanohydroxyapatite and tcp from the sea snail cerithium vulgatum,2014,10.1155/2014/382861
319,porous methyltrimethoxysilane coated nanoscale-hydroxyapatite for removing lead ions from aqueous solutions,2014,10.1155/2014/361061
320,carbon nanofibers from carbon nanotubes by 1.2 kev ar+ sputtering at room temperature,2014,10.1155/2014/313095
321,synthesis of gese2 nanobelts using thermal evaporation and their photoelectrical properties,2014,10.1155/2014/310716
322,pan nanofibers reinforced with mmt/go hybrid nanofillers,2014,10.1155/2014/298021
323,a dual-functional [sba-15/fe3o4/p(n-ipaam)] hybrid system as a potential nanoplatform for biomedical application,2014,10.1155/2014/293624
324,characterization of the casein/keratin self-assembly nanomicelles,2014,10.1155/2014/183815
325,arc-discharge synthesis of iron encapsulated in carbon nanoparticles for biomedical applications,2014,10.1155/2014/178524
326,tetraethyl orthosilicate coated hydroxyapatite powders for lead ions removal from aqueous solutions,2014,10.1155/2014/176426
327,facile synthesis of carbon-coated zn2sno4 nanomaterials as anode materials for lithium-ion batteries,2014,10.1155/2014/169373
328,low-temperature synthesis and gas sensitivity of perovskite-type lacoo3 nanoparticles,2014,10.1155/2014/164380
329,"nanofer zvi: morphology, particle characteristics, kinetics, and applications",2014,10.1155/2014/152824
330,study on the microstructure and electrical properties of boron and sulfur codoped diamond films deposited using chemical vapor deposition,2014,10.1155/2014/109869
331,synthesis and growth mechanism of silver nanowires through different mediated agents (cucl2 and nacl) polyol process,2014,10.1155/2014/105454
332,spatial two-level interacting particle simulations and informationtheory--based error quantification,2014,10.1137/120887060
333,design of photovoltaic device and dc---dc converter on a single chip using 0.18 μm standard cmos technology,2014,10.1007/s10470-013-0113-z
334,automatic detection of nil defects using microscopy and image processing,2013,
335,ald deposited zro2 ultrathin layers on si and ge substrates,2013,
336,effect of gap and gap/ingap insertion layers on the structural and optical properties of inp quantum dots grown by metal-organic vapor phase epitaxy,2013,
337,detecting symmetry in scalar fields using augmented extremum graphs,2013,10.1109/TVCG.2013.148
338,realization of an automated microassembly task involving micro adhesive bonding,2013,10.1007/s11633-013-0752-7
339,form and function of arterial bifurcations in various parts of the animal body,2013,10.1007/s10015-013-0091-3
340,multiple hypothesis tracking for cluttered biological image sequences,2013,10.1109/TPAMI.2013.97
341,salt-leaching synthesis of porous plga nanoparticles,2013,10.1109/TNANO.2013.2279532
342,synthesis of cobalt sulfide–graphene (cos/g) nanocomposites for supercapacitor applications,2013,10.1109/TNANO.2013.2278287
343,formation of nanorods of undoped and doped zno,2013,10.1109/TNANO.2013.2277578
344,atomic force microscopy investigations on n$^{+,2013,10.1109/TNANO.2013.2276409
345,study of stability of local anodic oxidation on hopg and few layer graphene using afm in ambient,2013,10.1109/TNANO.2013.2274900
346,multi-class multi-scale series contextual model for image segmentation,2013,10.1109/TIP.2013.2274388
347,simple fabrication approach for superhydrophobic and superoleophobic al surface,2013,10.1016/j.mee.2013.04.010
348,preliminary results on an innovative plasmonic device for macromolecules analysis and sequencing,2013,10.1016/j.mee.2013.02.096
349,an ultraviolet sensor using spin-coated zno nanoparticles based on surface acoustic waves,2013,10.1016/j.mee.2013.02.025
350,monolayer microbubbles fabricated by microfluidic device for keratocytes observation,2013,10.1016/j.mee.2013.02.004
351,a two-scale micromechanical model for aluminium foam based on results from nanoindentation,2013,10.1016/j.compstruc.2013.07.007
352,design and characterization of precise laser-based autofocusing microscope with reduced geometrical fluctuations,2013,10.1007/s00542-013-1883-z
353,"b\""{u",2013,10.1162/ARTL_a_00111
354,out-of-plane bending based on sin-ion-irradiation and bilayer structures for easy access for micromanipulation,2013,10.1016/j.mee.2013.02.080
355,upside and downside views of adherent cells on patterned substrates: three-dimensional image reconstruction,2013,10.1016/j.mee.2013.02.064
356,fabrication of gelatin nanopatterns for cell culture studies,2013,10.1016/j.mee.2013.01.053
357,icp,2013,10.1016/j.compbiomed.2013.06.014
358,formation of vertically aligned cobalt silicide nanowire arrays through a solid-state reaction,2013,10.1109/TNANO.2013.2268578
359,the unexpected effects of crystallization on ta2o5 as studied by hrtem and c-afm,2013,10.1016/j.mee.2013.03.147
360,microscopy study of the conductive filament in hfo2 resistive switching memory devices,2013,10.1016/j.mee.2013.03.145
361,bimodal cafm tddb distributions in polycrystalline hfo2 gate stacks,2013,10.1016/j.mee.2013.03.022
362,tribological characteristics of novel branched perfluoropolyether lubricant films in hard disk drives,2013,10.1007/s00542-013-1846-4
363,experimental study of slider dynamics induced by contacts with disk asperities,2013,10.1007/s00542-013-1822-z
364,investigation on the i2,2013,10.1016/j.mee.2013.02.079
365,optical method for characterization of nanoplates in lyosol,2013,10.1016/j.mee.2013.02.047
366,novel encapsulated ito/arc-zno,2013,10.1016/j.mee.2013.01.065
367,mn-doped zno nanoparticles,2013,10.1016/j.mee.2013.01.061
368,saw sensor based on highly sensitive nanoporous palladium thin film for hydrogen detection,2013,10.1016/j.mee.2012.12.001
369,feature selection for classification of animal feed ingredients from near infrared microscopy spectra,2013,10.1016/j.ins.2013.03.054
370,position/force hybrid control system for high precision aligning of small gripper to ring object,2013,10.1007/s11633-013-0732-y
